unique_id,OPtreat,noref,OP,age_hhr,qa1p11_hhr,qa1p12_hhr,quartile1,ravtest,digtest,testz,peanutz,othertype,OPpuzzletypeA,weekend,OPtestz,OPtreat1,OPtreat2,OPtreat3,OPtreat4,OPtreat5,OPtreat6,OPtreat7,OPtestzOPtreat1,OPtestzOPtreat2,OPtestzOPtreat3,OPtestzOPtreat4,OPtestzOPtreat5,OPtestzOPtreat6,OPtestzOPtreat7,refage,OPed,OPravtest,OPdigtest,refravtest,refdigtest,OPagegrp,literate_hhr,class5_hhr,class10_hhr,married_hhr,employed_hhr,hhhead_hhr,young_hhr,income,ln_income,antperf_puzzle,wkid,numcorrect,anyrain,sumrefrain,ref,refactualmeantemp,reftestz,refincome,reflnincome,refed_cont,OP_relative_REFrep,OP_coworkers_REFrep,refcode,OPed_cont,missingscore
130,High Fixed Pay,0,1,19,1,2,0,3,18,1.256368,,0,1,0,1.256368,1,0,0,0,0,0,0,1.256368,0,0,0,0,0,0,21,Class 10,3,18,3,22,15,1,0,1,0,1,0,1,1000,6.9087548,4,20,4,0,0,1,81,1.3037069,1000,6.9087548,12,0,0,3,10,
131,Pure Effort Task 1,0,1,18,1,3,0,3,17,,-1.5963073,,1,0,,0,0,0,0,0,1,0,,,,,,,,18,Class 10,3,17,3,11,15,1,0,1,0,1,0,1,1800,7.4960976,,20,,0,0,1,78,1.5877401,1800,7.4960976,10,1,0,1,10,
132,Pure Effort Task 1,0,1,27,1,2,0,2,6,,-.29609668,,1,0,,0,0,0,0,0,1,0,,,,,,,,27,Class 6,2,6,1,8,25,1,0,1,1,1,0,0,3000,8.0067005,,33,,0,0,1,85,1.6114094,3000,8.0067005,2,0,0,4,6,
133,High Stakes Performance Pay,1,1,28,1,1,1,1,9,-1.2289215,,0,1,0,-1.2289215,0,0,0,1,0,0,0,0,0,0,-1.2289215,0,0,0,,Class 9,1,9,,,25,1,0,1,0,1,0,0,2000,7.6014023,,33,2,0,0,0,,,,,,,,,9,
136,Very Low Fixed Pay,1,1,19,1,1,0,2,14,1.3273764,,0,1,0,1.3273764,0,0,1,0,0,0,0,0,0,1.3273764,0,0,0,0,,Class 10,2,14,,,15,1,0,1,0,1,0,1,6000,8.6996813,,33,4,0,0,0,,,,,,,,,10,
137,Low Stakes Performance Pay,0,1,20,1,4,0,2,17,1.4930624,,0,1,0,1.4930624,0,0,0,0,1,0,0,0,0,0,0,1.4930624,0,0,19,Class 12,2,17,3,22,20,1,0,0,0,1,0,1,2500,7.8244457,4,33,4,0,0,1,81,1.4220541,2000,7.6014023,9,1,0,20,12,
138,Low Stakes Performance Pay,0,1,18,1,5,0,2,10,.52261591,,0,1,0,.52261591,0,0,0,0,1,0,0,0,0,0,0,.52261591,0,0,18,Class 10,2,10,3,17,15,1,0,1,0,1,0,1,6500,8.7797117,3,33,3,0,0,1,85,-.14012802,6500,8.7797117,10,0,0,17,10,
139,Very Low Fixed Pay,0,1,20,1,2,1,2,6,-.89754963,,0,1,0,-.89754963,0,0,1,0,0,0,0,0,0,-.89754963,0,0,0,0,20,Never attended school,2,6,1,14,20,0,0,0,0,1,0,1,1000,6.9087548,4,33,2,0,0,1,81,-1.4656159,2400,7.7836404,5,0,0,1,0,
140,Pure Effort Task 1,0,1,28,1,1,0,2,15,,.11021911,,1,0,,0,0,0,0,0,1,0,,,,,,,,20,Class 9,2,15,3,14,25,1,0,1,1,1,0,0,1600,7.3783836,,33,,0,0,1,85,1.2090292,600,6.3985949,10,1,0,2,9,
142,High Fixed Pay,0,1,32,1,1,0,2,16,1.1853598,,0,1,0,1.1853598,1,0,0,0,0,0,0,1.1853598,0,0,0,0,0,0,37,Class 12,2,16,3,22,30,1,0,0,1,1,0,0,4000,8.2943001,3,33,4,0,0,1,85,-.21113628,7000,8.8538084,11,0,0,3,12,
143,High Fixed Pay,0,1,23,1,3,0,3,20,1.0906821,,0,1,0,1.0906821,1,0,0,0,0,0,0,1.0906821,0,0,0,0,0,0,23,Class 10,3,20,3,18,20,1,0,1,0,1,0,1,3000,8.0067005,4,33,4,0,0,1,81,-.305814,5000,8.5173931,10,1,0,29,10,
144,High Stakes Performance Pay,0,1,29,1,3,0,1,16,-.23480572,,0,1,0,-.23480572,0,0,0,1,0,0,0,0,0,0,-.23480572,0,0,0,18,Class 8,1,16,0,19,25,1,0,1,1,1,0,0,3000,8.0067005,4,33,3,0,0,1,85,.85398787,0,0,11,0,0,11,8,
145,High Stakes Performance Pay,0,1,36,1,1,1,2,7,-.80287194,,0,1,0,-.80287194,0,0,0,1,0,0,0,0,0,0,-.80287194,0,0,0,21,Never attended school,2,7,3,14,35,0,0,0,1,1,1,0,16000,9.6804066,4,33,2,0,0,1,85,-.069119737,0,0,12,1,0,11,0,
147,Low Stakes Performance Pay,0,1,22,2,,0,2,12,.83031845,,0,1,0,.83031845,0,0,0,0,1,0,0,0,0,0,0,.83031845,0,0,22,Class 12,2,12,2,13,20,1,0,0,0,0,0,1,0,0,3,33,4,0,0,1,85,-.18746686,500,6.2166061,12,0,0,5,12,
148,Pure Effort Task 2,0,1,20,2,,0,3,18,,.028955951,,1,0,,0,0,0,0,0,0,1,,,,,,,,23,Class 12,3,18,3,18,20,1,0,0,0,0,0,1,0,0,,33,,0,0,1,81,1.5167317,1000,6.9087548,13,0,0,3,12,
152,Low Stakes Performance Pay,0,1,21,1,2,0,2,12,-1.1815827,,0,1,0,-1.1815827,0,0,0,0,1,0,0,0,0,0,0,-1.1815827,0,0,26,Class 8,2,12,2,12,20,1,0,1,0,1,0,1,2150,7.6736879,4,33,2,0,0,1,84,.16757452,4500,8.412055,12,1,0,1,8,
153,Low Stakes Performance Pay,0,1,27,1,1,0,3,13,.66463244,,0,1,0,.66463244,0,0,0,0,1,0,0,0,0,0,0,.66463244,0,0,25,Graduate and above,3,13,3,12,25,1,0,0,1,1,0,0,3600,8.1889668,4,33,3,0,0,1,85,1.0670127,2500,7.8244457,6,0,0,1,13,
154,Pure Effort Task 2,0,1,18,1,5,0,2,15,,.51653492,,1,0,,0,0,0,0,0,0,1,,,,,,,,22,Class 9,2,15,3,12,15,1,0,1,0,1,0,1,14000,9.5468836,,33,,0,0,1,85,.59362417,3000,8.0067005,5,0,0,1,9,
155,Pure Effort Task 2,1,1,20,1,1,0,2,12,,1.085377,,1,0,,0,0,0,0,0,0,1,,,,,,,,,Class 8,2,12,,,20,1,0,1,0,1,0,1,1800,7.4960976,,33,,0,0,0,,,,,,,,,8,
156,Pure Effort Task 1,0,1,22,1,2,0,1,11,,.19148228,,1,0,,0,0,0,0,0,1,0,,,,,,,,20,Class 6,1,11,3,8,20,1,0,1,0,1,0,1,2500,7.8244457,,33,,0,0,1,84,.30959108,3500,8.1608038,9,0,0,5,6,
157,High Stakes Performance Pay,1,1,20,1,2,0,2,9,-1.1342438,,0,1,0,-1.1342438,0,0,0,1,0,0,0,0,0,0,-1.1342438,0,0,0,,Class 8,2,9,,,20,1,0,1,0,1,0,1,2000,7.6014023,,33,2,0,0,0,,,,,,,,,8,
159,High Stakes Performance Pay,0,1,33,1,1,0,3,15,.096566245,,0,1,0,.096566245,0,0,0,1,0,0,0,0,0,0,.096566245,0,0,0,28,Class 9,3,15,2,16,30,1,0,1,1,1,0,0,1500,7.3138866,2,33,3,0,0,1,84,.83031845,2000,7.6014023,9,1,0,1,9,
160,High Stakes Performance Pay,0,1,29,1,1,0,2,8,.83031845,,0,1,0,.83031845,0,0,0,1,0,0,0,0,0,0,.83031845,0,0,0,21,Class 7,2,8,2,9,25,1,0,1,1,1,0,0,2500,7.8244457,4,33,4,0,0,1,81,-.23480572,1200,7.09091,10,1,0,1,7,
164,Low Fixed Pay,0,1,22,2,,0,3,21,1.4930624,,0,1,0,1.4930624,0,1,0,0,0,0,0,0,1.4930624,0,0,0,0,0,21,Class 12,3,21,1,11,20,1,0,0,0,0,0,1,0,0,4,33,4,0,0,1,81,.38059935,6000,8.6996813,10,0,0,23,12,
166,High Stakes Performance Pay,0,1,35,1,2,0,1,10,-.092789158,,0,1,0,-.092789158,0,0,0,1,0,0,0,0,0,0,-.092789158,0,0,0,32,Did not complete Class 1,1,10,0,12,35,0,0,0,1,1,0,0,3000,8.0067005,2,33,3,0,0,1,84,-.7555331,2400,7.7836404,9,0,0,5,0,
167,Low Stakes Performance Pay,0,1,30,1,1,0,2,10,.56995475,,0,1,0,.56995475,0,0,0,0,1,0,0,0,0,0,0,.56995475,0,0,26,Never attended school,2,10,1,7,30,0,0,0,1,1,1,0,1500,7.3138866,4,33,3,0,0,1,81,1.2326987,2000,7.6014023,0,0,0,28,0,
168,Pure Effort Task 2,0,1,19,2,,0,2,14,,-.052307207,,1,0,,0,0,0,0,0,0,1,,,,,,,,18,Class 9,2,14,3,13,15,1,0,1,0,0,0,1,0,0,,33,,0,0,1,85,1.0670127,5000,8.5173931,6,0,0,5,9,
169,High Stakes Performance Pay,0,1,30,1,3,0,3,12,.92499614,,0,1,0,.92499614,0,0,0,1,0,0,0,0,0,0,.92499614,0,0,0,30,Class 8,3,12,3,20,30,1,0,1,1,1,0,0,15000,9.6158724,3,33,4,0,0,1,84,.38059935,9000,9.1050911,13,0,0,29,8,
170,Pure Effort Task 2,0,1,19,1,3,0,1,11,,.51653492,,1,0,,0,0,0,0,0,0,1,,,,,,,,33,Class 10,1,11,2,14,15,1,0,1,0,1,0,1,2500,7.8244457,,33,,0,0,1,81,1.3273764,8000,8.9873219,12,1,0,28,10,
171,Low Fixed Pay,0,1,34,1,1,0,1,11,-2.0336821,,0,1,0,-2.0336821,0,1,0,0,0,0,0,0,-2.0336821,0,0,0,0,0,38,Class 6,1,11,2,12,30,1,0,1,1,1,0,0,3500,8.1608038,4,33,0,0,0,1,81,.54628533,12000,9.392745,13,1,0,99,6,
172,High Fixed Pay,0,1,31,1,2,0,1,14,-.77920252,,0,1,0,-.77920252,1,0,0,0,0,0,0,-.77920252,0,0,0,0,0,0,23,Class 9,1,14,3,14,30,1,0,1,1,1,0,0,3500,8.1608038,4,33,2,0,0,1,85,-.61351651,800,6.6858611,13,1,0,16,9,
173,Pure Effort Task 1,0,1,30,1,1,0,2,9,,2.3855875,,1,0,,0,0,0,0,0,1,0,,,,,,,,43,Class 6,2,9,0,14,30,1,0,1,1,1,1,0,3500,8.1608038,,33,,0,0,1,84,.072896816,14000,9.5468836,10,0,0,14,6,
174,Pure Effort Task 1,0,1,20,1,4,0,3,15,,.84158754,,1,0,,0,0,0,0,0,1,0,,,,,,,,18,Class 12,3,15,3,14,20,1,0,0,0,1,0,1,700,6.5525079,,33,,0,0,1,76,.54628533,150,5.0172796,11,0,0,13,12,
175,Low Fixed Pay,1,1,25,1,2,0,2,9,-2.0336821,,0,1,0,-2.0336821,0,1,0,0,0,0,0,0,-2.0336821,0,0,0,0,0,,Class 12,2,9,,,25,1,0,0,0,1,0,0,4500,8.412055,,33,0,0,0,0,,,,,,,,,12,
176,High Fixed Pay,0,1,23,1,3,0,0,9,-2.0336821,,0,1,0,-2.0336821,1,0,0,0,0,0,0,-2.0336821,0,0,0,0,0,0,28,Class 5,0,9,2,11,20,1,1,0,0,1,0,1,1000,6.9087548,3,33,0,0,0,1,84,.38059935,3000,8.0067005,8,0,0,28,5,
177,Very Low Fixed Pay,0,1,24,1,1,0,3,15,.9960044,,0,1,0,.9960044,0,0,1,0,0,0,0,0,0,.9960044,0,0,0,0,18,Class 12,3,15,2,10,20,1,0,0,0,1,0,1,3000,8.0067005,3,33,4,0,0,1,81,1.3037069,1500,7.3138866,8,0,0,1,12,
179,Low Fixed Pay,0,1,19,1,2,0,3,9,.78297961,,0,1,0,.78297961,0,1,0,0,0,0,0,0,.78297961,0,0,0,0,0,19,Class 7,3,9,2,10,15,1,0,1,0,1,0,1,1500,7.3138866,4,33,4,0,0,1,84,.45160761,1200,7.09091,8,0,0,1,7,
181,High Fixed Pay,0,1,23,1,4,0,2,8,.19124395,,0,1,0,.19124395,1,0,0,0,0,0,0,.19124395,0,0,0,0,0,0,24,Class 12,2,8,3,11,20,1,0,0,0,1,0,1,1500,7.3138866,4,33,3,0,0,1,81,-2.0336821,4000,8.2943001,8,0,0,2,12,
182,Low Stakes Performance Pay,0,1,52,1,1,0,0,10,.26225221,,0,1,0,.26225221,0,0,0,0,1,0,0,0,0,0,0,.26225221,0,0,24,Class 8,0,10,0,5,50,1,0,1,1,1,1,0,2500,7.8244457,4,33,3,0,0,1,84,-1.1342438,2100,7.6501689,8,0,0,1,8,
183,Low Stakes Performance Pay,0,1,50,1,1,1,3,11,-2.0336821,,0,1,0,-2.0336821,0,0,0,0,1,0,0,0,0,0,0,-2.0336821,0,0,36,Class 6,3,11,1,9,50,1,0,1,1,1,1,0,2400,7.7836404,4,33,0,0,0,1,84,-.47149998,2300,7.7410989,6,0,0,5,6,
184,Pure Effort Task 1,1,1,28,1,1,1,2,15,,1.8980086,,1,0,,0,0,0,0,0,1,0,,,,,,,,,Class 12,2,15,,,25,1,0,0,0,1,0,0,16000,9.6804066,,33,,0,0,0,,,,,,,,,12,
185,High Stakes Performance Pay,0,1,30,1,1,0,2,11,.94866556,,0,1,0,.94866556,0,0,0,1,0,0,0,0,0,0,.94866556,0,0,0,31,Class 8,2,11,3,13,30,1,0,1,0,1,0,0,2000,7.6014023,3,33,4,0,0,1,85,.42793819,5000,8.5173931,13,0,0,16,8,
186,High Fixed Pay,1,1,40,1,1,1,1,12,-.56617767,,0,1,0,-.56617767,1,0,0,0,0,0,0,-.56617767,0,0,0,0,0,0,,Class 8,1,12,,,40,1,0,1,1,1,1,0,1500,7.3138866,,32,2,0,0,0,,,,,,,,,8,
187,Low Stakes Performance Pay,1,1,26,1,1,0,1,8,.12023567,,0,1,0,.12023567,0,0,0,0,1,0,0,0,0,0,0,.12023567,0,0,,Class 8,1,8,,,25,1,0,1,0,1,0,0,3000,8.0067005,,32,3,0,0,0,,,,,,,,,8,
189,Pure Effort Task 2,0,1,18,2,,1,3,14,,-1.5963073,,1,0,,0,0,0,0,0,0,1,,,,,,,,23,Class 9,3,14,2,13,15,1,0,1,0,0,0,1,0,0,,32,,0,0,1,76,.94866556,3000,8.0067005,8,0,0,2,9,
190,High Stakes Performance Pay,0,1,36,1,4,0,0,14,-.40049168,,1,1,0,-.40049168,0,0,0,1,0,0,0,0,0,0,-.40049168,0,0,0,27,Class 5,0,14,2,10,35,1,1,0,0,1,0,0,1000,6.9087548,2,32,2,0,0,1,76,-1.0395662,2500,7.8244457,8,0,0,4,5,
191,High Stakes Performance Pay,0,1,20,1,2,0,2,7,-.37682226,,1,1,0,-.37682226,0,0,0,1,0,0,0,0,0,0,-.37682226,0,0,0,22,Never attended school,2,7,2,13,20,0,0,0,0,1,0,1,1500,7.3138866,4,32,3,0,0,1,76,1.4457235,1000,6.9087548,10,0,0,3,0,
192,Low Fixed Pay,0,1,36,1,1,0,1,10,-1.2999299,,0,1,0,-1.2999299,0,1,0,0,0,0,0,0,-1.2999299,0,0,0,0,0,30,Class 5,1,10,3,23,35,1,1,0,1,1,1,0,1200,7.09091,3,32,1,0,0,1,76,1.4930624,2400,7.7836404,10,0,1,98,5,
193,Low Fixed Pay,0,1,19,1,2,0,2,13,.87765729,,1,1,0,.87765729,0,1,0,0,0,0,0,0,.87765729,0,0,0,0,0,26,Class 10,2,13,3,9,15,1,0,1,0,1,0,1,1500,7.3138866,4,32,4,0,0,1,76,.80664903,2000,7.6014023,10,0,0,3,10,
194,High Stakes Performance Pay,0,1,27,1,1,0,1,11,.54628533,,0,1,0,.54628533,0,0,0,1,0,0,0,0,0,0,.54628533,0,0,0,21,Class 8,1,11,2,8,25,1,0,1,1,1,0,0,2000,7.6014023,2,32,3,0,0,1,76,.52261591,1250,7.1316986,4,0,1,1,8,
196,Low Fixed Pay,0,1,18,1,5,0,2,14,-.35315284,,1,1,0,-.35315284,0,1,0,0,0,0,0,0,-.35315284,0,0,0,0,0,25,Class 10,2,14,3,10,15,1,0,1,0,1,0,1,600,6.3985949,4,32,2,0,0,1,76,1.2800375,3000,8.0067005,10,1,0,1,10,
197,High Fixed Pay,1,1,21,2,,0,2,10,.75931019,,0,1,0,.75931019,1,0,0,0,0,0,0,.75931019,0,0,0,0,0,0,,Class 8,2,10,,,20,1,0,1,0,0,0,1,0,0,,32,4,0,0,0,,,,,,,,,8,
198,Pure Effort Task 1,1,1,18,1,3,0,3,11,,-.45862299,,1,0,,0,0,0,0,0,1,0,,,,,,,,,Class 8,3,11,,,15,1,0,1,0,1,0,1,1500,7.3138866,,32,,0,0,0,,,,,,,,,8,
199,Very Low Fixed Pay,0,1,36,1,3,0,3,12,-1.252591,,1,1,0,-1.252591,0,0,1,0,0,0,0,0,0,-1.252591,0,0,0,0,34,Class 10,3,12,3,11,35,1,0,1,1,1,0,0,4200,8.3430777,4,32,1,0,0,1,76,1.7060872,10000,9.2104406,12,0,0,3,10,
200,Low Fixed Pay,1,1,22,1,5,0,1,13,-.44783056,,0,1,0,-.44783056,0,1,0,0,0,0,0,0,-.44783056,0,0,0,0,0,,Class 9,1,13,,,20,1,0,1,0,1,0,1,300,5.7071104,,32,2,0,0,0,,,,,,,,,9,
201,Pure Effort Task 1,0,1,19,1,2,0,3,10,,-1.1087283,,1,0,,0,0,0,0,0,1,0,,,,,,,,19,Class 9,3,10,1,11,15,1,0,1,0,1,0,1,2500,7.8244457,,32,,0,0,1,76,1.3037069,0,0,9,0,0,99,9,
202,Pure Effort Task 1,0,1,19,1,4,0,3,11,,-1.7588335,,1,0,,0,0,0,0,0,1,0,,,,,,,,19,Class 12,3,11,2,18,15,1,0,0,0,1,0,1,1500,7.3138866,,32,,0,0,1,76,-1.2762605,0,0,8,0,0,10,12,
203,High Stakes Performance Pay,0,1,19,1,4,0,3,13,.28592163,,1,1,0,.28592163,0,0,0,1,0,0,0,0,0,0,.28592163,0,0,0,19,Class 10,3,13,1,10,15,1,0,1,0,1,0,1,3000,8.0067005,4,32,3,0,0,1,76,1.256368,1200,7.09091,7,0,0,33,10,
204,High Fixed Pay,0,1,23,1,3,0,2,23,.38059935,,1,1,0,.38059935,1,0,0,0,0,0,0,.38059935,0,0,0,0,0,0,44,Class 10,2,23,1,15,20,1,0,1,0,1,0,1,1000,6.9087548,4,32,3,0,0,1,76,-1.5129547,7000,8.8538084,9,1,0,13,10,
205,High Stakes Performance Pay,0,1,21,2,,1,0,7,.59362417,,1,1,0,.59362417,0,0,0,1,0,0,0,0,0,0,.59362417,0,0,0,26,Class 4,0,7,3,17,20,1,1,0,0,0,0,1,0,0,,32,3,0,0,1,76,1.6114094,0,0,11,0,0,10,4,
206,Very Low Fixed Pay,1,1,48,1,2,0,2,13,-2.0336821,,0,1,0,-2.0336821,0,0,1,0,0,0,0,0,0,-2.0336821,0,0,0,0,,Class 10,2,13,,,45,1,0,1,1,1,1,0,2000,7.6014023,,32,0,0,0,0,,,,,,,,,10,
207,Pure Effort Task 1,0,1,19,1,5,0,2,22,,-.37735984,,1,0,,0,0,0,0,0,1,0,,,,,,,,20,Class 12,2,22,3,20,15,1,0,0,0,1,0,1,3000,8.0067005,,32,,0,0,1,76,1.2090292,0,0,12,0,0,11,12,
209,Pure Effort Task 1,0,1,18,1,2,0,1,12,,-.21483353,,1,0,,0,0,0,0,0,1,0,,,,,,,,18,Class 9,1,12,2,19,15,1,0,1,0,1,0,1,1500,7.3138866,,32,,0,0,1,76,1.0670127,0,0,9,0,0,99,9,
210,High Stakes Performance Pay,1,1,47,1,1,1,1,13,-.23480572,,0,1,0,-.23480572,0,0,0,1,0,0,0,0,0,0,-.23480572,0,0,0,,Class 8,1,13,,,45,1,0,1,1,1,1,0,2600,7.8636513,,32,2,0,0,0,,,,,,,,,8,
211,Low Fixed Pay,0,1,19,1,4,0,2,15,.9960044,,1,1,0,.9960044,0,1,0,0,0,0,0,0,.9960044,0,0,0,0,0,18,Class 11,2,15,1,10,15,1,0,0,0,1,0,1,2000,7.6014023,4,32,4,0,0,1,76,.40426877,0,0,8,1,0,99,11,
212,Low Stakes Performance Pay,0,1,18,2,,0,3,17,.6172936,,1,1,0,.6172936,0,0,0,0,1,0,0,0,0,0,0,.6172936,0,0,19,Class 11,3,17,3,12,15,1,0,0,0,0,0,1,0,0,4,32,4,0,0,1,76,1.4220541,0,0,7,0,0,99,11,
213,Low Stakes Performance Pay,0,1,25,1,1,0,2,9,.80664903,,0,1,0,.80664903,0,0,0,0,1,0,0,0,0,0,0,.80664903,0,0,29,Graduate and above,2,9,3,15,25,1,0,0,0,1,0,0,2000,7.6014023,4,32,4,0,0,1,76,1.3983847,3900,8.2689886,13,0,0,23,13,
214,Very Low Fixed Pay,0,1,35,1,2,0,1,16,-.66085535,,1,1,0,-.66085535,0,0,1,0,0,0,0,0,0,-.66085535,0,0,0,0,32,Class 10,1,16,0,14,35,1,0,1,1,1,0,0,3000,8.0067005,4,32,2,0,0,1,76,-.14012802,3000,8.0067005,8,0,0,5,10,
215,Pure Effort Task 1,1,1,33,1,2,1,1,12,,.19148228,,1,0,,0,0,0,0,0,1,0,,,,,,,,,Class 9,1,12,,,30,1,0,1,1,1,1,0,1200,7.09091,,32,,0,0,0,,,,,,,,,9,
216,Very Low Fixed Pay,0,1,31,1,2,0,3,19,1.2326987,,0,1,0,1.2326987,0,0,1,0,0,0,0,0,0,1.2326987,0,0,0,0,36,Class 10,3,19,3,10,30,1,0,1,0,1,0,0,3200,8.0712185,4,32,4,0,0,1,76,.92499614,2800,7.9377317,9,0,1,28,10,
217,Low Stakes Performance Pay,0,1,29,1,1,0,3,17,.56995475,,0,1,0,.56995475,0,0,0,0,1,0,0,0,0,0,0,.56995475,0,0,26,Class 12,3,17,2,15,25,1,0,0,0,1,0,0,3450,8.1464195,4,32,3,0,0,1,76,.16757452,2000,7.6014023,5,1,0,2,12,
223,High Stakes Performance Pay,0,1,43,1,4,0,2,16,1.5640706,,0,1,0,1.5640706,0,0,0,1,0,0,0,0,0,0,1.5640706,0,0,0,38,Class 12,2,16,3,10,40,1,0,0,1,1,0,0,4000,8.2943001,4,32,4,0,0,1,76,1.0906821,4000,8.2943001,10,0,1,1,12,
224,Pure Effort Task 2,0,1,27,1,2,0,3,16,,.67906123,,1,0,,0,0,0,0,0,0,1,,,,,,,,22,Graduate and above,3,16,3,19,25,1,0,0,0,1,0,0,6000,8.6996813,,32,,0,0,1,76,1.5167317,1000,6.9087548,12,0,1,13,13,
225,Pure Effort Task 1,0,1,25,1,2,0,3,21,,-.21483353,,1,0,,0,0,0,0,0,1,0,,,,,,,,6,Graduate and above,3,21,2,12,25,1,0,0,0,1,0,0,7000,8.8538084,,32,,0,0,1,76,,2800,7.9377317,1,0,0,1,13,
226,Low Fixed Pay,1,1,26,1,5,0,2,14,.85398787,,0,1,0,.85398787,0,1,0,0,0,0,0,0,.85398787,0,0,0,0,0,,Class 12,2,14,,,25,1,0,0,0,1,0,0,2000,7.6014023,,32,4,0,0,0,,,,,,,,,12,
227,High Fixed Pay,0,1,38,1,1,0,2,15,.97233498,,1,1,0,.97233498,1,0,0,0,0,0,0,.97233498,0,0,0,0,0,0,31,Class 8,2,15,3,12,35,1,0,1,1,1,1,0,3500,8.1608038,4,32,4,0,0,1,76,-.44783056,2500,7.8244457,8,0,0,1,8,
229,High Stakes Performance Pay,0,1,35,1,3,0,3,12,.64096302,,0,1,0,.64096302,0,0,0,1,0,0,0,0,0,0,.64096302,0,0,0,31,Graduate and above,3,12,1,13,35,1,0,0,0,1,0,0,3500,8.1608038,2,32,4,0,0,1,76,-.51883882,3000,8.0067005,9,0,1,5,13,
230,Pure Effort Task 1,0,1,19,1,4,0,3,13,,-.052307207,,1,0,,0,0,0,0,0,1,0,,,,,,,,20,Class 10,3,13,1,17,15,1,0,1,0,1,0,1,1800,7.4960976,,32,,0,0,1,76,.87765729,1200,7.09091,6,1,0,1,10,
231,Low Fixed Pay,0,1,18,1,4,0,2,14,.19124395,,1,1,0,.19124395,0,1,0,0,0,0,0,0,.19124395,0,0,0,0,0,18,Class 6,2,14,3,15,15,1,0,1,0,1,0,1,12000,9.392745,4,32,3,0,0,1,76,1.3273764,3600,8.1889668,6,0,0,1,6,
232,Pure Effort Task 2,0,1,18,1,4,1,3,17,,-.052307207,,1,0,,0,0,0,0,0,0,1,,,,,,,,19,Class 7,3,17,2,16,15,1,0,1,0,1,0,1,500,6.2166061,,32,,0,0,1,76,1.3747152,950,6.8575139,8,0,0,10,7,
233,High Fixed Pay,0,1,19,1,5,0,1,12,.40426877,,0,1,0,.40426877,1,0,0,0,0,0,0,.40426877,0,0,0,0,0,0,19,Class 10,1,12,3,8,15,1,0,1,0,1,0,1,1500,7.3138866,3,32,3,0,0,1,76,1.2326987,2000,7.6014023,10,0,1,1,10,
234,Low Stakes Performance Pay,0,1,35,1,1,0,0,11,-2.0336821,,1,1,0,-2.0336821,0,0,0,0,1,0,0,0,0,0,0,-2.0336821,0,0,19,Class 5,0,11,3,19,35,1,1,0,1,1,1,0,1500,7.3138866,4,32,0,0,0,1,76,1.2090292,2500,7.8244457,8,0,0,1,5,
235,Very Low Fixed Pay,0,1,18,1,4,1,0,11,-1.2999299,,1,1,0,-1.2999299,0,0,1,0,0,0,0,0,0,-1.2999299,0,0,0,0,28,Class 7,0,11,2,9,15,1,0,1,0,1,0,1,1400,7.2449417,4,32,1,0,0,1,76,.9960044,3000,8.0067005,8,0,0,1,7,
236,Low Stakes Performance Pay,0,1,21,1,4,0,1,11,-2.0336821,,1,1,0,-2.0336821,0,0,0,0,1,0,0,0,0,0,0,-2.0336821,0,0,19,Class 8,1,11,2,23,20,1,0,1,0,1,0,1,1500,7.3138866,4,32,0,0,0,1,76,1.3273764,3200,8.0712185,10,1,0,1,8,
237,High Stakes Performance Pay,0,1,23,1,4,0,3,8,.9960044,,1,1,0,.9960044,0,0,0,1,0,0,0,0,0,0,.9960044,0,0,0,18,Class 10,3,8,2,17,20,1,0,1,0,1,0,1,12000,9.392745,4,32,4,0,0,1,76,1.138021,0,0,8,0,0,99,10,
242,Low Fixed Pay,0,1,22,2,,0,2,11,-.16379744,,0,1,0,-.16379744,0,1,0,0,0,0,0,0,-.16379744,0,0,0,0,0,25,Class 10,2,11,3,22,20,1,0,1,0,0,0,1,0,0,3,31,3,0,0,1,82,.52261591,2500,7.8244457,10,0,0,2,10,
243,Low Fixed Pay,0,1,51,1,4,1,3,11,.38059935,,0,1,0,.38059935,0,1,0,0,0,0,0,0,.38059935,0,0,0,0,0,29,Class 10,3,11,3,11,50,1,0,1,1,1,0,0,18000,9.7981825,2,31,3,0,0,1,85,.87765729,3000,8.0067005,9,0,1,13,10,
244,Pure Effort Task 2,0,1,26,1,1,0,2,10,,1.4104296,,1,0,,0,0,0,0,0,0,1,,,,,,,,34,Class 8,2,10,1,14,25,1,0,1,0,1,0,0,2500,7.8244457,,31,,0,0,1,85,1.5167317,6000,8.6996813,11,0,0,1,8,
245,Low Fixed Pay,0,1,38,1,1,0,0,8,.16757452,,0,1,0,.16757452,0,1,0,0,0,0,0,0,.16757452,0,0,0,0,0,45,Class 9,0,8,1,12,35,1,0,1,0,1,0,0,2000,7.6014023,4,31,3,0,0,1,85,.49894649,1400,7.2449417,10,0,0,5,9,
246,High Stakes Performance Pay,0,1,20,1,1,0,0,14,.83031845,,0,1,0,.83031845,0,0,0,1,0,0,0,0,0,0,.83031845,0,0,0,22,Class 6,0,14,2,15,20,1,0,1,0,1,0,1,3000,8.0067005,4,31,4,0,0,1,82,1.3037069,1800,7.4960976,7,0,1,2,6,
